Index,Persona,Device,Timestamp,entry.392049935,entry.1477233486,entry.1542818651,entry.737780018,entry.2122703884,entry.1725959706,entry.1319162207,entry.372289045,entry.1175131233,entry.732199028,entry.459040376,entry.1410867681,entry.1428864009,entry.168920346,entry.1229830647,entry.285798591,entry.1312370900,entry.1920043945,entry.854429353,entry.322097084,Status
77,Satisfied Pragmatist,Mobile,2026-08-28 12:57:02,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,SUCCESS
76,Super Fan (Sushi Lover),Desktop,2026-08-28 12:57:02,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
82,Super Fan (Sushi Lover),Mobile,2026-08-28 12:57:03,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
81,Super Fan (Sushi Lover),Mobile,2026-08-28 12:57:03,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
78,Satisfied Pragmatist,Desktop,2026-08-28 12:57:02,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
79,Satisfied Pragmatist,Mobile,2026-08-28 12:57:03,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,SUCCESS
83,Super Fan (Sushi Lover),Desktop,2026-08-28 12:57:03,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
84,Satisfied Pragmatist,Desktop,2026-08-28 12:57:03,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
85,Value-Conscious Diner,Desktop,2026-08-28 12:57:03,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,SUCCESS
86,Super Fan (Sushi Lover),Mobile,2026-08-28 12:57:04,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
89,Satisfied Pragmatist,Mobile,2026-08-28 12:57:04,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
88,Super Fan (Sushi Lover),Mobile,2026-08-28 12:57:04,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
90,Super Fan (Sushi Lover),Desktop,2026-08-28 12:57:04,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
87,Critical Quality Inspector,Desktop,2026-08-28 12:57:04,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,SUCCESS
93,Super Fan (Sushi Lover),Desktop,2026-08-28 12:57:04,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
91,Super Fan (Sushi Lover),Desktop,2026-08-28 12:57:04,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
92,Super Fan (Sushi Lover),Desktop,2026-08-28 12:57:04,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
94,Super Fan (Sushi Lover),Desktop,2026-08-28 12:57:05,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
95,Super Fan (Sushi Lover),Mobile,2026-08-28 12:57:05,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
96,Super Fan (Sushi Lover),Desktop,2026-08-28 12:57:05,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
