response_num,gender,age,occupation,know_host,media_channel,interest_level,participation,benefits,status
594,หญิง,18 - 25 ปี,พนักงานบริษัทเอกชน,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมาก,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
595,ชาย,36 - 45 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมากที่สุด,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
596,หญิง,26 - 35 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจน้อย,เข้าชมการแข่งขันในสนาม,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
597,หญิง,36 - 45 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจน้อย,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
598,ชาย,36 - 45 ปี,นักเรียน/นักศึกษา,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจปานกลาง,เข้าชมการแข่งขันในสนาม,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
599,ชาย,26 - 35 ปี,นักเรียน/นักศึกษา,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจปานกลาง,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
600,หญิง,18 - 25 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมาก,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
601,หญิง,26 - 35 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจปานกลาง,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
602,ชาย,36 - 45 ปี,นักเรียน/นักศึกษา,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจปานกลาง,เข้าชมการแข่งขันในสนาม,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
603,หญิง,18 - 25 ปี,พนักงานบริษัทเอกชน,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจปานกลาง,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
604,หญิง,18 - 25 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจน้อย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
605,ชาย,36 - 45 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจน้อย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
606,ชาย,18 - 25 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมาก,เข้าชมการแข่งขันในสนาม,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
607,หญิง,18 - 25 ปี,พนักงานบริษัทเอกชน,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจน้อย,เข้าชมการแข่งขันในสนาม,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
608,หญิง,26 - 35 ปี,ค้าขาย/เจ้าของธุรกิจ,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมาก,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
609,ชาย,18 - 25 ปี,ประกอบอาชีพอิสระ,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจน้อย,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
610,ชาย,26 - 35 ปี,พนักงานบริษัทเอกชน,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมาก,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
611,หญิง,36 - 45 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมาก,เข้าชมการแข่งขันในสนาม,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
612,ชาย,36 - 45 ปี,พนักงานบริษัทเอกชน,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",ไม่สนใจเลย,เข้าชมการแข่งขันในสนาม,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
613,ชาย,36 - 45 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมากที่สุด,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
614,ชาย,18 - 25 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจน้อย,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
615,หญิง,26 - 35 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจน้อย,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
616,หญิง,18 - 25 ปี,นักเรียน/นักศึกษา,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจปานกลาง,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
617,หญิง,18 - 25 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมากที่สุด,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
618,ชาย,36 - 45 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมากที่สุด,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
619,ชาย,36 - 45 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจน้อย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
620,หญิง,26 - 35 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจปานกลาง,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
621,หญิง,26 - 35 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมาก,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
622,หญิง,26 - 35 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจน้อย,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
623,ชาย,18 - 25 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมาก,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
624,ชาย,18 - 25 ปี,นักเรียน/นักศึกษา,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจน้อย,เข้าชมการแข่งขันในสนาม,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
625,หญิง,36 - 45 ปี,ค้าขาย/เจ้าของธุรกิจ,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมากที่สุด,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
626,ชาย,26 - 35 ปี,นักเรียน/นักศึกษา,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",ไม่สนใจเลย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
627,ชาย,18 - 25 ปี,นักเรียน/นักศึกษา,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",ไม่สนใจเลย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
628,หญิง,18 - 25 ปี,พนักงานบริษัทเอกชน,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,ไม่สนใจเลย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
629,หญิง,36 - 45 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,ไม่สนใจเลย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
630,หญิง,18 - 25 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",ไม่สนใจเลย,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
631,ชาย,36 - 45 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจปานกลาง,เข้าชมการแข่งขันในสนาม,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
632,หญิง,36 - 45 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",ไม่สนใจเลย,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
633,ชาย,36 - 45 ปี,ประกอบอาชีพอิสระ,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจน้อย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
634,หญิง,26 - 35 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมากที่สุด,เข้าชมการแข่งขันในสนาม,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
635,หญิง,18 - 25 ปี,พนักงานบริษัทเอกชน,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมากที่สุด,เข้าชมการแข่งขันในสนาม,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
636,ชาย,36 - 45 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,ไม่สนใจเลย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
637,ชาย,36 - 45 ปี,ประกอบอาชีพอิสระ,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมากที่สุด,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
638,หญิง,26 - 35 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจน้อย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
639,หญิง,18 - 25 ปี,พนักงานบริษัทเอกชน,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมาก,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
640,ชาย,18 - 25 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจน้อย,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
641,หญิง,18 - 25 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมาก,เข้าชมการแข่งขันในสนาม,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
642,ชาย,18 - 25 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมากที่สุด,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
643,ชาย,36 - 45 ปี,นักเรียน/นักศึกษา,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมาก,เข้าชมการแข่งขันในสนาม,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
644,ชาย,36 - 45 ปี,พนักงานบริษัทเอกชน,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",ไม่สนใจเลย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
645,หญิง,36 - 45 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมาก,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
646,หญิง,36 - 45 ปี,พนักงานบริษัทเอกชน,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจน้อย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
647,หญิง,26 - 35 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมาก,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
648,หญิง,26 - 35 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจปานกลาง,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
649,หญิง,26 - 35 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจน้อย,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
650,หญิง,36 - 45 ปี,พนักงานบริษัทเอกชน,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมาก,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
651,หญิง,18 - 25 ปี,พนักงานบริษัทเอกชน,ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจมากที่สุด,เข้าชมการแข่งขันในสนาม,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
652,ชาย,18 - 25 ปี,พนักงานบริษัทเอกชน,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจปานกลาง,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
653,ชาย,36 - 45 ปี,พนักงานบริษัทเอกชน,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมากที่สุด,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
654,หญิง,18 - 25 ปี,ประกอบอาชีพอิสระ,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจปานกลาง,เข้าชมการแข่งขันในสนาม,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
655,หญิง,26 - 35 ปี,ค้าขาย/เจ้าของธุรกิจ,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจปานกลาง,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
656,ชาย,36 - 45 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจน้อย,เข้าชมการแข่งขันในสนาม,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
657,ชาย,18 - 25 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมาก,เข้าชมการแข่งขันในสนาม,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
658,หญิง,36 - 45 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมาก,เข้าชมการแข่งขันในสนาม,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
659,ชาย,18 - 25 ปี,พนักงานบริษัทเอกชน,ไม่ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจน้อย,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
660,ชาย,26 - 35 ปี,ค้าขาย/เจ้าของธุรกิจ,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจน้อย,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
661,หญิง,18 - 25 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจมาก,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
662,ชาย,26 - 35 ปี,นักเรียน/นักศึกษา,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจน้อย,เข้าร่วมกิจกรรมประชาสัมพันธ์หรือกิจกรรมเสริมต่างๆ,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
663,หญิง,36 - 45 ปี,พนักงานบริษัทเอกชน,ทราบ,เว็บไซต์ข่าว/แอปพลิเคชันข่าว,สนใจมากที่สุด,เข้าชมการแข่งขันในสนาม,ด้านภาพลักษณ์: สร้างชื่อเสียงและภาพลักษณ์ที่ดีของประเทศในระดับนานาชาติ,Success
664,หญิง,26 - 35 ปี,ประกอบอาชีพอิสระ,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",ไม่สนใจเลย,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
665,หญิง,18 - 25 ปี,ข้าราชการ/พนักงานรัฐวิสาหกิจ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจปานกลาง,เข้าชมการแข่งขันในสนาม,ด้านเศรษฐกิจ: เพิ่มรายได้จากการท่องเที่ยวและการใช้จ่ายที่เกี่ยวข้อง,Success
666,ชาย,26 - 35 ปี,พนักงานบริษัทเอกชน,ไม่ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจปานกลาง,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
667,ชาย,18 - 25 ปี,ค้าขาย/เจ้าของธุรกิจ,ไม่ทราบ,ป้ายโฆษณา/สื่อประชาสัมพันธ์ภายนอก,สนใจน้อย,ซื้อสินค้าหรือของที่ระลึกที่เกี่ยวข้อง,ด้านการท่องเที่ยว: ดึงดูดนักท่องเที่ยวต่างชาติให้เดินทางมาไทยมากขึ้น,Success
668,ชาย,18 - 25 ปี,นักเรียน/นักศึกษา,ทราบ,"สื่อสังคมออนไลน์ (เช่น Facebook, Twitter, Instagram, TikTok)",สนใจปานกลาง,ชมการถ่ายทอดสดผ่านโทรทัศน์หรือช่องทางออนไลน์,ด้านสังคม: ส่งเสริมการกีฬาและสร้างแรงบันดาลใจให้กับคนในประเทศ,Success
